CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,SNP,2020 Disaster %,2021 Disaster %,2023 Part C Summary,2023 Part D Summary,2023 Overall
R0923 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,4,3.5,4
R1390 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,3.5,3,3.5
R1532 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,3.5,3.5,4
R2604 ,Regional CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,100,0,4,3.5,4
R3175 ,Regional CCP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,100,0,3,3.5,3.5
R3332 ,Regional CCP ,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC. ",Florida Blue ,Guidewell Mutual Holding Corporation ,No ,100,0,3,3,3
R3392 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,4,3.5,4
R3444 ,Regional CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,100,0,3.5,3,3.5
R3887 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,4,3.5,4
R4182 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,77,4,3.5,4
R4487 ,Regional CCP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",No ,100,0,4,3.5,4
R4845 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,3,3,3
R5329 ,Regional CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,0,3.5,4,4
R5342 ,Regional CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,26,4,3.5,4
R5361 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,4,3.5,4
R5495 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,4,3.5,4
R5826 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,3,3,3
R5941 ,Regional CCP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",No ,100,0,4,3.5,4
R6694 ,Regional CCP ,AETNA LIFE INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,No ,100,27,4,4,4
R6801 ,Regional CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,100,79,4,3.5,4
R7220 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,3.5,3,3
R7315 ,Regional CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,0,3.5,3,3.5
R7444 ,Regional CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,0,3.5,3.5,3.5
S0156 ,PDP ,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY ,NextBlue of North Dakota ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,0,Not Applicable ,Plan too new to be measured ,Not Applicable
S0586 ,PDP ,"MVP HEALTH PLAN, INC. ",MVP Health Care ,"MVP Health Care, Inc. ",No ,100,2,Not Applicable ,Not enough data available ,Not Applicable
S0655 ,PDP ,TUFTS INSURANCE COMPANY ,Tufts Health Plan ,"Point32Health, Inc. ",No ,100,0,Not Applicable ,4.5,Not Applicable
S1030 ,PDP ,BCBS OF ALABAMA & UTIC INSURANCE COMPANY ,BlueRx (PDP) ,BlueCross BlueShield of Alabama ,No ,100,0,Not Applicable ,3,Not Applicable
S1140 ,PDP ,Highmark Western and Northeastern New York Inc. ,Highmark BCBS of WNY and Highmark BS of NENY ,Highmark Health ,No ,100,1,Not Applicable ,4.5,Not Applicable
S1822 ,PDP ,"HEALTHPARTNERS, INC. ",HealthPartners ,"HealthPartners, Inc. ",No ,100,2,Not Applicable ,4.5,Not Applicable
S2465 ,PDP ,OPTIMA HEALTH PLAN ,Optima Medicare ,Sentara Health Care (SHC) ,No ,0,0,Not Applicable ,Not enough data available ,Not Applicable
S2468 ,PDP ,CALIFORNIA PHYSICIANS' SERVICE ,Blue Shield of California ,California Physicians' Service ,No ,100,0,Not Applicable ,3,Not Applicable
S2668 ,PDP ,MEMBERS HEALTH INSURANCE COMPANY ,Farm Bureau Health Plans ,Tennessee Rural Health Improvement Association ,No ,100,0,Not Applicable ,3,Not Applicable
S2874 ,PDP ,"HUMANA INSURANCE OF PUERTO RICO, INC. ",Humana ,Humana Inc. ,No ,100,0,Not Applicable ,2.5,Not Applicable
S2893 ,PDP ,ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT ,Blue MedicareRx ,"Elevance Health, Inc. & BCBSMA & BCBSRI & BCBSVT ",No ,100,0,Not Applicable ,3.5,Not Applicable
S3147 ,PDP ,BANNER HEALTH INSURANCE GROUP ,Banner Medicare Rx ,Banner Health ,No ,0,0,Not Applicable ,Plan too new to be measured ,Not Applicable
S3285 ,PDP ,MG INSURANCE COMPANY ,MG Insurance Company ,"MedImpact Holdings, Inc. ",No ,100,39,Not Applicable ,3.5,Not Applicable
S3375 ,PDP ,"EMPIRE HEALTHCHOICE ASSURANCE, INC. ","BlueCross BlueShield: Empire, Excellus, WNY & NENY ","Elevance Health, Inc. ",No ,0,55,Not Applicable ,2,Not Applicable
S3389 ,PDP ,"UPMC HEALTH BENEFITS, INC. ",UPMC Health Plan ,UPMC Health System ,No ,100,2,Not Applicable ,4.5,Not Applicable
S3521 ,PDP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",No ,100,1,Not Applicable ,5,Not Applicable
S3875 ,PDP ,GRANITE ALLIANCE INSURANCE COMPANY ,Granite Alliance ,Centene Corporation ,No ,100,1,Not Applicable ,3.5,Not Applicable
S3994 ,PDP ,HAWAII MEDICAL SERVICE ASSOCIATION (HMSA) ,HMSAs Medicare Rx Plan ,Hawaii Medical Service Association ,No ,0,0,Not Applicable ,Not enough data available ,Not Applicable
S4219 ,PDP ,HEALTH ALLIANCE MEDICAL PLANS ,Health Alliance Medicare Prescription Plan ,The Carle Foundation ,No ,100,1,Not Applicable ,4,Not Applicable
S4501 ,PDP ,INDEPENDENT HEALTH BENEFITS CORPORATION ,Pharmacy Benefit Dimensions PDP ,"Independent Health Association, Inc. ",No ,100,0,Not Applicable ,5,Not Applicable
S4802 ,PDP ,"WELLCARE PRESCRIPTION INSURANCE, INC. ",Wellcare ,Centene Corporation ,No ,100,11,Not Applicable ,3,Not Applicable
S5450 ,PDP ,"SECURITYCARE OF TENNESSEE, INC. ",BlueScripts ,BlueCross BlueShield of Tennessee ,No ,0,0,Not Applicable ,Not enough data available ,Not Applicable
S5540 ,PDP ,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA ,Blue Cross and Blue Shield of North Carolina ,Blue Cross and Blue Shield of North Carolina ,No ,100,0,Not Applicable ,3,Not Applicable
S5552 ,PDP ,HUMANA INSURANCE COMPANY OF NEW YORK ,Humana ,Humana Inc. ,No ,100,58,Not Applicable ,3.5,Not Applicable
S5584 ,PDP ,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY ,Blue Cross Blue Shield of Michigan ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,100,0,Not Applicable ,4,Not Applicable
S5588 ,PDP ,PARAMOUNT INSURANCE COMPANY ,Paramount Prescription Drug Plan ,"Promedica Health System, Inc. ",No ,100,0,Not Applicable ,Not enough data available ,Not Applicable
S5593 ,PDP ,HM HEALTH INSURANCE COMPANY ,Highmark Inc. ,Highmark Health ,No ,100,1,Not Applicable ,4,Not Applicable
S5596 ,PDP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem / Anthem or Blue KC in Missouri ,"Elevance Health, Inc. ",No ,99.99888577,0,Not Applicable ,3.5,Not Applicable
S5601 ,PDP ,SILVERSCRIPT INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,No ,99.99964785,15,Not Applicable ,3.5,Not Applicable
S5609 ,PDP ,ASURIS NORTHWEST HEALTH ,Asuris Northwest Health ,"Cambia Health Solutions, Inc. ",No ,100,0,Not Applicable ,3,Not Applicable
S5617 ,PDP ,CIGNA HEALTH AND LIFE INSURANCE COMPANY ,Cigna ,CIGNA ,No ,99.99917785,14,Not Applicable ,3,Not Applicable
S5660 ,PDP ,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY ,Express Scripts Medicare ,CIGNA ,No ,100,10,Not Applicable ,4,Not Applicable
S5715 ,PDP ,HCSC INSURANCE SERVICES COMPANY ,"Blue Cross and Blue Shield of IL, NM, OK, TX ",Health Care Service Corporation ,No ,100,19,Not Applicable ,3.5,Not Applicable
S5726 ,PDP ,BLUE CROSS AND BLUE SHIELD OF KANSAS ,Blue Cross and Blue Shield of Kansas or Blue KC ,Blue Cross Blue Shield of Kansas ,No ,100,0,Not Applicable ,3,Not Applicable
S5743 ,PDP ,"WELLMARK  IA & SD, & BCBS MN, MT, NE, ND,& WY ",MedicareBlue Rx ,"BCBS MN, MT, NE, ND, WY, Wellmark IA and SD ",No ,100,0,Not Applicable ,4,Not Applicable
S5795 ,PDP ,USABLE MUTUAL INSURANCE COMPANY ,Arkansas Blue Medicare ,USAble Mutual Insurance Company ,No ,100,0,Not Applicable ,3,Not Applicable
S5805 ,PDP ,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,64,Not Applicable ,3.5,Not Applicable
S5820 ,PDP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,99.93350693,14,Not Applicable ,3.5,Not Applicable
S5857 ,PDP ,PRIORITY HEALTH INSURANCE COMPANY ,Priority Health Medicare ,BHSH ,No ,100,0,Not Applicable ,Not enough data available ,Not Applicable
S5877 ,PDP ,EDUCATORS MUTUAL INSURANCE ASSOCIATION ,EMI Health ,Educators Mutual Insurance Association ,No ,100,0,Not Applicable ,3,Not Applicable
S5884 ,PDP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,100,9,Not Applicable ,3,Not Applicable
S5904 ,PDP ,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC. ",Florida Blue ,Guidewell Mutual Holding Corporation ,No ,100,0,Not Applicable ,2.5,Not Applicable
S5916 ,PDP ,REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH ,Regence BlueShield of Idaho and Regence BC BS Utah ,"Cambia Health Solutions, Inc. ",No ,100,0,Not Applicable ,3.5,Not Applicable
S5921 ,PDP ,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,10,Not Applicable ,3,Not Applicable
S5953 ,PDP ,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA ,Blue Cross Blue Shield of South Carolina ,BlueCross BlueShield of South Carolina (BCBSSC) ,No ,100,0,Not Applicable ,2.5,Not Applicable
S5960 ,PDP ,UNICARE LIFE & HEALTH INSURANCE COMPANY ,UniCare ,"Elevance Health, Inc. ",No ,100,40,Not Applicable ,4.5,Not Applicable
S5966 ,PDP ,"EMBLEMHEALTH PLAN, INC ",EmblemHealth Medicare PDP ,"EmblemHealth, Inc. ",No ,100,63,Not Applicable ,4,Not Applicable
S5975 ,PDP ,"MODA HEALTH PLAN, INC. ","Moda Health Plan, Inc. ","Moda Partners, Inc. ",No ,100,1,Not Applicable ,3,Not Applicable
S5993 ,PDP ,HORIZON INSURANCE COMPANY ,Horizon Blue Cross Blue Shield of New Jersey ,"Horizon Healthcare Services, Inc. ",No ,100,57,Not Applicable ,4,Not Applicable
S6506 ,PDP ,"BLUE CROSS AND BLUE SHIELD ARIZONA, INC. ",Blue Cross Blue Shield of Arizona ,Blue Cross Blue Shield of Arizona ,No ,100,0,Not Applicable ,2,Not Applicable
S6875 ,PDP ,QCC INSURANCE COMPANY ,Independence Blue Cross ,"Independence Health Group, Inc. ",No ,100,2,Not Applicable ,3,Not Applicable
S6946 ,PDP ,CLEAR SPRING HEALTH INSURANCE COMPANY ,Clear Spring Health ,Group 1001 ,No ,100,6,Not Applicable ,1.5,Not Applicable
S7126 ,PDP ,OMAHA HEALTH INSURANCE COMPANY ,Mutual of Omaha Rx ,Mutual of Omaha Insurance Company ,No ,100,8,Not Applicable ,2,Not Applicable
S7694 ,PDP ,ELIXIR INSURANCE COMPANY ,Elixir Insurance ,Rite Aid Corporation ,No ,100,7,Not Applicable ,2.5,Not Applicable
S8067 ,PDP ,Avalon Insurance Company ,Avalon Insurance Company ,CAPITAL BLUE CROSS ,No ,100,1,Not Applicable ,3,Not Applicable
S8182 ,PDP ,AMERIGROUP INSURANCE COMPANY ,Amerigroup ,"Elevance Health, Inc. ",No ,100,54,Not Applicable ,2,Not Applicable
S8841 ,PDP ,"OPTUM INSURANCE OF OHIO, INC. ","Optum Insurance of Ohio, Inc. ","UnitedHealth Group, Inc. ",No ,100,15,Not Applicable ,3,Not Applicable
S9409 ,PDP ,"VERMONT BLUE ADVANTAGE, INC. ",Vermont Blue Advantage ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,0,Not Applicable ,Plan too new to be measured ,Not Applicable
S9701 ,PDP ,"DEAN HEALTH INSURANCE, INC. ",Navitus MedicareRx ,Medica Holding Company ,No ,100,7,Not Applicable ,4.5,Not Applicable
S9854 ,PDP ,"WELLMARK ADVANTAGE HEALTH PLAN, INC. ",Wellmark Advantage Health Plan ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,0,Not Applicable ,Plan too new to be measured ,Not Applicable
